,CampaignName,CampaignUrl,CampaignPicUrl,ProfilePicUrl,SportName,SportUrl,ShortDescription,Location,DivBox1Val,DivBox1Name,DivBox2Val,DivBox2Name,DivBox3Val,DivBox3Name,DivBox4Val,DivBox4Name
1085,PAU,https://sportfunder.com/https://sportfunder.com/bjjpuertorico/40317,"background-image: url(""https://files.makeachamp.com/39a3f1c7-a3c7-492e-b341-c266dc820ac8/-/crop/738x553/105,188/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/29e93714-3a9b-40dc-aa5d-7cc9658b71b3/-/crop/822x822/0,0/-/preview/-/resize/400/"");",Brazilian Jiu-Jitsu,https://sportfunder.com/https://sportfunder.com/teams/brazilian-jiu-jitsu,Be part of our Brazilian Jiu Jitsu journey!,"Bayamón, Puerto Rico","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1086,TEAM DEFAULT,https://sportfunder.com/https://sportfunder.com/teamdefault/40319,"background-image: url(""https://lh6.googleusercontent.com/mQ2tGRQZRaHV2whCcGzC5tFXnoN-go-vY8f9g8vHJFJSNnQmq-I3Lf5hQ8ecsIO2UjogriKWoo7tQnhF5q206tiR_tUTYrZhjgkub3_FN2Sgg4lJQkTQaeizXP1T-iuwpecO3KdV"");","background-image: url(""https://files.makeachamp.com/f1415237-54f3-4173-8573-6d7080396b1b/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Help our players achieve scholarships and the...,"Kentucky, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1087,ARMANDO ARGANDAR,https://sportfunder.com/https://sportfunder.com/armandoargandar/40320,"background-image: url(""https://files.makeachamp.com/9a29bfa1-ff66-4b79-9b93-ee44ed1a2850/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/2ca11f44-599f-45f2-90d0-ee622c782b4c/-/resize/400/"");",Mountaineering,https://sportfunder.com/https://sportfunder.com/teams/mountaineering,Support me to achieve climbing Ama Dablam...,"Ciudad de México, Ciudad de México, México","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1088,ADOLFO MABEDO,https://sportfunder.com/https://sportfunder.com/adolfotm/40321,"background-image: url(""https://files.makeachamp.com/e6b69b81-5e5d-423d-b3b9-d28b7dd34373/-/crop/1219x915/0,252/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/bc377280-a095-467d-a115-f085f3e3610a/-/crop/1324x1324/116,16/-/preview/-/resize/400/"");",Body Building,https://sportfunder.com/https://sportfunder.com/teams/body-building,"Be part of my journey World Championship, I need...","Vinnytsia, Vinnytsia Oblast, Ukraine","€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1089,DARING JET TEAM,https://sportfunder.com/https://sportfunder.com/daringjetteam/40326,"background-image: url(""https://files.makeachamp.com/6b6773a7-98cd-43f8-b6f3-6a3417ed16a8/-/crop/449x337/17,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/d2e6cabb-4d3d-4a64-b931-3e7f1f9a3a81/-/resize/400/"");",Fighter jet air-to-air combat,https://sportfunder.com/https://sportfunder.com/athletes/fighter-jet-air-to-air-combat,Be part of our journey to the podium!,"San Diego, California, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1090,THE UNTOUCHABLES TOUCH RUGBY,https://sportfunder.com/https://sportfunder.com/theuntouchablestouchrugby/40336,"background-image: url(""https://files.makeachamp.com/71f633ca-3f46-41f3-81db-6f7b5efa6ce6/-/crop/4000x3000/0,500/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/373322ab-2837-4f78-a723-ea2744ee985b/-/resize/400/"");",Rugby,https://sportfunder.com/https://sportfunder.com/teams/rugby,Be part of our journey to the podium!,"Portsmouth, England, United Kingdom","£0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1091,AUS UNITED FOOTBALL CLUB,https://sportfunder.com/https://sportfunder.com/ausunitedfootballclub/40339,"background-image: url(""https://files.makeachamp.com/1ec15aa2-69a7-483e-ab01-e09836cc963b/-/crop/1000x561/0,94/-/preview/"");","background-image: url(""https://files.makeachamp.com/6ef59f87-1ec3-45e0-8815-52af94568600/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,"Be part of our journey, lend a helping hand to a...","Aus, Karas Region, Namibia","€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1092,KOWLOON (TST) BADMINTON MEETUP,https://sportfunder.com/https://sportfunder.com/kowloontstbadmintonmeetup/40343,"background-image: url(""https://files.makeachamp.com/6ad6abf1-8f9e-4963-9f7d-55ac13d8d6fc/"");","background-image: url(""https://files.makeachamp.com/6ad6abf1-8f9e-4963-9f7d-55ac13d8d6fc/"");",Badminton,https://sportfunder.com/https://sportfunder.com/teams/badminton,Be part of our journey to the podium!,Hong Kong,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1093,BRUNO MARINHO,https://sportfunder.com/https://sportfunder.com/brunomarinho/40346,"background-image: url(""https://files.makeachamp.com/5e80df88-47f4-4e55-b962-25aec3b3a44e/-/crop/454x1347/400,222/-/preview/-/resize/400/"");","background-image: url(""https://files.makeachamp.com/5e80df88-47f4-4e55-b962-25aec3b3a44e/-/crop/454x1347/400,222/-/preview/-/resize/400/"");",Sky Diving,https://sportfunder.com/https://sportfunder.com/teams/sky-diving,"Help me to finish my dream course, skydive!",Portugal,"€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1094,DANIEL OTT,https://sportfunder.com/https://sportfunder.com/danielott/40365,"background-image: url(""https://files.makeachamp.com/df15944f-b594-4eba-849a-476f7804dfc9/-/crop/416x416/43,15/-/preview/-/resize/400/"");","background-image: url(""https://files.makeachamp.com/df15944f-b594-4eba-849a-476f7804dfc9/-/crop/416x416/43,15/-/preview/-/resize/400/"");",Bowling,https://sportfunder.com/https://sportfunder.com/teams/bowling,Help me achieve a life long goal!,"Marinette, Wisconsin, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1095,SANATAN MALLA,https://sportfunder.com/https://sportfunder.com/sanatanmalla/40368,"background-image: url(""https://files.makeachamp.com/cbcb6922-c4cd-491d-9674-d325c7d5b914/-/crop/876x657/0,110/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/72a8573b-9a3e-40b2-b373-164717a8168c/-/resize/400/"");",Archery,https://sportfunder.com/https://sportfunder.com/teams/archery,journey to be the first nepalese to play in world...,"Lalitpur, Bagmati Province, Nepal","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1096,IKE,https://sportfunder.com/https://sportfunder.com/heavylifter/40372,"background-image: url(""https://files.makeachamp.com/9dabf57f-c780-4da9-956d-90d167cc14c5/"");","background-image: url(""//files.makeachamp.com/9544b588-760c-42ee-8fb3-b271352e8ff7/"");",Bobsleigh,https://sportfunder.com/https://sportfunder.com/teams/bobsleigh,Can it be done?,"Valparaiso, Indiana, United States","$10
Raised",Raised,"0%
Funded",Funded,215,Days left,,
1097,LOTTIE WILLIAMS UK,https://sportfunder.com/https://sportfunder.com/lottski/40376,"background-image: url(""https://files.makeachamp.com/25d9939b-0c49-4115-87b7-6672f02249b8/-/crop/4864x3648/304,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/c7ba239e-9582-4468-b8f0-e75bf955b916/-/resize/400/"");",Alpine Skiing,https://sportfunder.com/https://sportfunder.com/teams/alpine-skiing,"From Wales to the Alps, please be part of my...",United Kingdom,"£0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1098,"THE NEW CREATION HEARTGIVER,INC.",https://sportfunder.com/https://sportfunder.com/thenewcreationheartgiverinc/40378,"background-image: url(""https://thenewcreationheartgiverinc.com"");","background-image: url(""//files.makeachamp.com/9544b588-760c-42ee-8fb3-b271352e8ff7/"");",NULL,NULL,Be part of our journey to the podium!,"Orlando, Florida, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1099,HEIDI HENDRICK,https://sportfunder.com/https://sportfunder.com/heidihendrick/40380,"background-image: url(""https://files.makeachamp.com/8fc0e125-305b-4429-a515-e226c7d77798/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/ad512b64-a2ba-4303-a29d-bbdb117c092d/-/crop/2118x2357/475,881/-/preview/-/resize/400/"");",Modern Pentathlon,https://sportfunder.com/https://sportfunder.com/teams/modern-pentathlon,Join my adventures in modern pentathlon!,"Denver, Colorado, United States","$50
Raised",Raised,"0%
Funded",Funded,,,"1
Supporters",Supporters
1100,PINK DYNAMITE,https://sportfunder.com/https://sportfunder.com/pinkdynamite/40381,"background-image: url(""https://files.makeachamp.com/44ce8db6-3057-425b-b75b-be1a8c113488/-/crop/3475x2401/266,329/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/fdcd4ee8-7899-4f81-84d4-6010d907937c/-/crop/896x681/166,203/-/preview/-/resize/400/"");",Flag Football,https://sportfunder.com/https://sportfunder.com/teams/flag-football,Be part of our journey to the podium!,"Levittown, Pennsylvania, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1101,SHABARISH AYYANAR,https://sportfunder.com/https://sportfunder.com/shabarishayyanar/40387,"background-image: url(""https://files.makeachamp.com/8559c2cf-1079-4d43-bb62-2c35c4f11a90/-/crop/1080x811/0,354/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/bee2d5e1-ac11-491e-8dad-0f6768640e1c/-/crop/800x800/125,85/-/preview/-/resize/400/"");",Mixed Martial Arts,https://sportfunder.com/https://sportfunder.com/teams/mixed-martial-arts,Be part of my journey to the podium!,"Chennai, Tamil Nadu, India","$0
Raised",Raised,"0%
Funded",Funded,15,Days left,,
1102,NATHAN,https://sportfunder.com/https://sportfunder.com/nathanleon/40390,"background-image: url(""//files.makeachamp.com/9544b588-760c-42ee-8fb3-b271352e8ff7/"");","background-image: url(""//files.makeachamp.com/9544b588-760c-42ee-8fb3-b271352e8ff7/"");",Quidditch,https://sportfunder.com/https://sportfunder.com/teams/quidditch,Be part of my journey to the podium!,"Culver City, California, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1103,GABRIEL PEÑA,https://sportfunder.com/https://sportfunder.com/gabrielpena/40402,"background-image: url(""https://d1idjbb9jmy0ec.cloudfront.net/images/sports/soccer.jpg"");","background-image: url(""https://files.makeachamp.com/e0839f37-21fa-4b8d-b721-6908d1aa902e/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Be part of my soccer journey!,"Covina, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1104,LIMASSOL ROWING CENTRE,https://sportfunder.com/https://sportfunder.com/limassolrowingcentre/40408,"background-image: url(""https://files.makeachamp.com/d2df015b-f233-40f8-9e59-a3cccad91438/-/crop/1141x1073/371,117/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/a9e7db44-bac1-440c-85cd-9f11de1dbca5/-/resize/400/"");",Rowing,https://sportfunder.com/https://sportfunder.com/teams/rowing,Help our Youth Compete Overseas!,"Limassol, Limassol, Cyprus","€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1105,DALLAS THOMPSON,https://sportfunder.com/https://sportfunder.com/dallasthompson/40409,"background-image: url(""https://d1idjbb9jmy0ec.cloudfront.net/images/sports/icehockey.jpg"");","background-image: url(""https://files.makeachamp.com/21909eae-652e-40fa-bfd7-09345b5ab41f/-/resize/400/"");",Hockey,https://sportfunder.com/https://sportfunder.com/teams/hockey,Be part of my journey to the make it to the NHL,"Mississauga, Ontario, Canada","$0
Raised",Raised,"0%
Funded",Funded,259,Days left,,
1106,ABSTAINANCE QUEENS,https://sportfunder.com/https://sportfunder.com/abstainancequeens/40410,"background-image: url(""https://files.makeachamp.com/86e3f508-8c4e-4568-932b-1a34a61561ff/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/ee7d2d09-89c1-4b47-ab98-fe3ea56fa221/-/crop/2448x2451/0,705/-/preview/-/resize/400/"");",Netball,https://sportfunder.com/https://sportfunder.com/teams/netball,"We are a Netball club from Malawi,Southern...",,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1107,JAMMERBUGT FC,https://sportfunder.com/https://sportfunder.com/jammerbugtfc/40411,"background-image: url(""https://files.makeachamp.com/573d02bc-a58d-4901-9c2b-2c239ec238ad/-/resize/1200/"");","background-image: url(""//files.makeachamp.com/9544b588-760c-42ee-8fb3-b271352e8ff7/"");",Football (soccer),https://sportfunder.com/https://sportfunder.com/athletes/football-soccer,Be part of our journey to support young...,Dänemark,"€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1108,VIENNA N,https://sportfunder.com/https://sportfunder.com/viennan/40417,"background-image: url(""https://youtu.be/ixIiGlbOELA"");","background-image: url(""https://files.makeachamp.com/58ce3f8f-cded-4b8f-b49a-ea4d0dda1689/-/resize/400/"");",Badminton,https://sportfunder.com/https://sportfunder.com/teams/badminton,Be part of my journey to the podium!,"West Java, Indonesia","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1109,TAKUNDANASHE RATEIWA,https://sportfunder.com/https://sportfunder.com/takundanasherateiwa/40422,"background-image: url(""https://files.makeachamp.com/77613578-8c6c-4add-9caf-fdf085f7a888/-/crop/959x720/156,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/ccc8eca4-753d-4b17-aebe-98b4e223e49c/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Be a part of my journey to the NCAA Division 1!,"Harare, Harare Province, Zimbabwe","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1110,KIRSTEN,https://sportfunder.com/https://sportfunder.com/kirsten/40423,"background-image: url(""https://files.makeachamp.com/ba1cc3b0-5e4b-4f40-a52d-89e963218eda/"");","background-image: url(""https://files.makeachamp.com/77106f0d-2f52-4603-b4a1-c6bebeebcabe/-/resize/750/"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,New Uniform help needed!,"Niles, Michigan, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1111,HELLENIC POLE & AERIAL SPORT TEAM,https://sportfunder.com/https://sportfunder.com/hellenicpolesportfederation/40425,"background-image: url(""https://files.makeachamp.com/e18a55b3-9b7b-473e-aa69-2007189791fa/-/crop/582x437/0,1/-/preview/"");","background-image: url(""https://files.makeachamp.com/e8cb253d-4f0e-4337-b925-c89be1dc88fc/-/resize/400/"");",Pole Sport - Aerial Hoop Sport,https://sportfunder.com/https://sportfunder.com/athletes/pole-sport-aerial-hoop-sport,Support to achieve our goal for the World Pole &...,Ελλάδα,"€20
Raised",Raised,"0%
Funded",Funded,,,"6
Supporters",Supporters
1112,JOSEPH MUGEKENYI,https://sportfunder.com/https://sportfunder.com/josephmugekenyi/40426,"background-image: url(""https://files.makeachamp.com/e6878ab4-85e2-4ab2-ae62-df6c5bbeedd0/"");","background-image: url(""https://files.makeachamp.com/8f1bae3e-c6fe-49c7-a2e2-2c3bcca9c99c/"");",Running,https://sportfunder.com/https://sportfunder.com/teams/running,Be part of my journey to the podium at the Kuala...,"Nanyuki, Laikipia County, Kenia","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1113,JOHAN DE BEER,https://sportfunder.com/https://sportfunder.com/phoenixcricketclub/40427,"background-image: url(""https://files.makeachamp.com/e1205886-f3b2-44be-a2ab-f04bd615148d/"");","background-image: url(""https://files.makeachamp.com/e0ceed25-74c7-4b46-9253-47c626b307b1/-/resize/400/"");",Cricket,https://sportfunder.com/https://sportfunder.com/teams/cricket,Be part of rebuilding Phoenix Cricket Club,"Modjadjiskloof, Limpopo, South Africa","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1114,ANDREW FRITZ,https://sportfunder.com/https://sportfunder.com/andrewfritz/40442,"background-image: url(""https://files.makeachamp.com/38aeef8d-db2b-4ead-b06b-0f0e94e8511c/-/resize/400/"");","background-image: url(""https://files.makeachamp.com/38aeef8d-db2b-4ead-b06b-0f0e94e8511c/-/resize/400/"");",Boxing,https://sportfunder.com/https://sportfunder.com/teams/boxing,Be part of my journey to the podium!,"South Burlington, VT, US","$0
Raised",Raised,"0%
Funded",Funded,,,"1
Supporters",Supporters
1115,PEYTON FEIL,https://sportfunder.com/https://sportfunder.com/peytonfeil/40444,"background-image: url(""https://files.makeachamp.com/77512d46-0ad4-4618-bb1d-36c2f2e1e00e/-/crop/3550x2663/236,1180/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/8a027576-04a3-4bb7-91e0-1ad8c4d462e9/-/crop/2636x2637/661,1180/-/preview/-/resize/400/"");",Taekwondo,https://sportfunder.com/https://sportfunder.com/teams/taekwondo,Taekwondo State Championship,"Novato, California, United States","$0
Raised",Raised,"0%
Funded",Funded,134,Days left,,
1116,ALEXANDROS ANNIVAS,https://sportfunder.com/https://sportfunder.com/alexannivas/40449,"background-image: url(""https://files.makeachamp.com/657f2316-8594-446e-ad82-e5327dba1d3d/-/crop/741x416/335,52/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/73573d55-8b59-44ea-a524-bfb03a80191a/-/resize/400/"");",Automobile Racing,https://sportfunder.com/https://sportfunder.com/teams/automobile-racing,Be part of my journey to our possible first entry...,"Al-Muḥāfaẓat al-Janūbīyah, Bahrain","€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
1117,MUSTAPHA ERRAJA,https://sportfunder.com/https://sportfunder.com/mustaphaerraja/40450,"background-image: url(""https://files.makeachamp.com/769db256-99ab-4e65-91de-a654d741c94a/-/crop/720x1061/0,219/-/preview/-/resize/400/"");","background-image: url(""https://files.makeachamp.com/769db256-99ab-4e65-91de-a654d741c94a/-/crop/720x1061/0,219/-/preview/-/resize/400/"");",freestyle football,https://sportfunder.com/https://sportfunder.com/athletes/freestyle-football,Be part of my journey to the podium!,Morocco,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
